3.31873: 0.463859; -0.356815; 1.500000; 0.323185
7.14742: 0.285452; -0.356815; 1.500000; 0.323185
14.8518: 0.248337; -0.328265; 1.500000; 0.351735
20.1839: 0.262612; -0.328265; 1.500000; 0.351735
23.0937: 0.276649; -0.339063; 1.500000; 0.340937
26.7707: 0.271250; -0.339063; 1.500000; 0.340937
30.741: 0.250204; -0.322873; 1.500000; 0.357127
34.7689: 0.258299; -0.322873; 1.500000; 0.357127
39.9519: 0.316128; -0.367357; 1.500000; 0.312643
46.6955: 0.293886; -0.367357; 1.500000; 0.312643
48.4057: 0.293886; -0.367357; 1.500000; 0.312643
53.0228: 0.197919; -0.293537; 1.500000; 0.386463
54.6504: 0.234829; -0.293537; 1.500000; 0.386463
59.9955: 0.194165; -0.262256; 1.500000; 0.417744
62.9222: 0.209805; -0.262256; 1.500000; 0.417744
67.1423: 0.209805; -0.262256; 1.500000; 0.417744
77.3897: 0.264831; -0.304584; 1.500000; 0.375416
78.541: 0.243667; -0.304584; 1.500000; 0.375416
85.4349: 0.228968; -0.293277; 1.500000; 0.386723
89.0608: 0.234621; -0.293277; 1.500000; 0.386723
94.5941: 0.326433; -0.363901; 1.500000; 0.316099
97.8465: 0.291121; -0.363901; 1.500000; 0.316099
101.983: 0.197727; -0.292060; 1.500000; 0.387940
102.989: 0.233648; -0.292060; 1.500000; 0.387940
109.408: 0.233648; -0.292060; 1.500000; 0.387940
114.94: 0.251847; -0.306059; 1.500000; 0.373941
116.126: 0.244848; -0.306059; 1.500000; 0.373941
119.821: 0.234512; -0.298109; 1.500000; 0.381891
122.606: 0.238487; -0.298109; 1.500000; 0.381891
126.996: 0.238487; -0.298109; 1.500000; 0.381891
132.199: 0.259725; -0.314446; 1.500000; 0.365554
134.948: 0.251556; -0.314446; 1.500000; 0.365554
151.05: 0.268349; -0.327363; 1.500000; 0.352637
161.4: 0.194652; -0.275642; 1.500000; 0.404358
168.446: 0.325859; -0.356677; 1.500000; 0.323323
170.856: 0.220545; -0.306833; 1.500000; 0.373167
178.831: 0.245466; -0.306833; 1.500000; 0.373167
185.951: 0.208807; -0.278634; 1.500000; 0.401366
187.271: 0.222907; -0.278634; 1.500000; 0.401366
190.906: 0.229042; -0.283353; 1.500000; 0.396647
194.78: 0.226682; -0.283353; 1.500000; 0.396647
208.035: 0.220301; -0.278444; 1.500000; 0.401556
208.82: 0.222755; -0.278444; 1.500000; 0.401556
213.537: 0.213717; -0.271491; 1.500000; 0.408509
214.898: 0.217193; -0.271491; 1.500000; 0.408509
220.055: 0.206975; -0.263631; 1.500000; 0.416369
222.847: 0.210905; -0.263631; 1.500000; 0.416369
227.169: 0.210905; -0.263631; 1.500000; 0.416369
238.216: 0.229390; -0.277850; 1.500000; 0.402150
238.785: 0.222280; -0.277850; 1.500000; 0.402150
245.166: 0.164043; -0.233053; 1.500000; 0.446947
247.813: 0.186442; -0.233053; 1.500000; 0.446947
251.713: 0.209460; -0.250759; 1.500000; 0.429241
255.103: 0.200607; -0.250759; 1.500000; 0.429241
262.033: 0.208431; -0.256777; 1.500000; 0.423223
271.88: 0.205422; -0.256777; 1.500000; 0.423223
272.428: 0.205422; -0.256777; 1.500000; 0.423223
274.502: 0.194490; -0.248369; 1.500000; 0.431631
278.069: 0.198695; -0.248369; 1.500000; 0.431631
282.999: 0.179484; -0.233591; 1.500000; 0.446409
285.737: 0.186873; -0.233591; 1.500000; 0.446409
288.533: 0.186873; -0.233591; 1.500000; 0.446409
294.111: 0.181997; -0.229841; 1.500000; 0.450159
301.308: 0.183873; -0.229841; 1.500000; 0.450159
305.451: 0.166548; -0.216514; 1.500000; 0.463486
305.766: 0.173211; -0.216514; 1.500000; 0.463486
307.984: 0.173211; -0.216514; 1.500000; 0.463486
312.378: 0.168760; -0.213090; 1.500000; 0.466910
314.821: 0.170472; -0.213090; 1.500000; 0.466910
320.397: 0.158972; -0.204244; 1.500000; 0.475756
322.891: 0.163395; -0.204244; 1.500000; 0.475756
334.166: 0.184440; -0.220432; 1.500000; 0.459568
336.624: 0.176346; -0.220432; 1.500000; 0.459568
342.087: 0.109480; -0.168997; 1.500000; 0.511003
344.675: 0.135198; -0.168997; 1.500000; 0.511003
348.609: 0.135198; -0.168997; 1.500000; 0.511003
353.57: 0.152123; -0.182016; 1.500000; 0.497984
354.883: 0.145613; -0.182016; 1.500000; 0.497984
367.091: 0.175064; -0.204671; 1.500000; 0.475329
369.214: 0.163737; -0.204671; 1.500000; 0.475329
373.676: 0.130984; -0.179476; 1.500000; 0.500524
375.949: 0.143581; -0.179476; 1.500000; 0.500524
382.521: 0.167989; -0.198252; 1.500000; 0.481748
384.114: 0.158601; -0.198252; 1.500000; 0.481748
389.884: 0.158601; -0.198252; 1.500000; 0.481748
398.006: 0.135736; -0.180663; 1.500000; 0.499337
406.9: 0.097876; -0.144775; 1.500000; 0.535225
417.675: 0.128038; -0.154174; 1.500000; 0.525826
420.779: 0.123339; -0.154174; 1.500000; 0.525826
426.627: 0.136448; -0.164258; 1.500000; 0.515742
429.072: 0.131406; -0.164258; 1.500000; 0.515742
433.458: 0.093541; -0.135131; 1.500000; 0.544869
434.879: 0.108105; -0.135131; 1.500000; 0.544869
441.827: 0.100925; -0.129608; 1.500000; 0.550392
443.116: 0.103686; -0.129608; 1.500000; 0.550392
447.1: 0.103686; -0.129608; 1.500000; 0.550392
450.732: 0.082557; -0.113354; 1.500000; 0.566646
457.465: 0.090683; -0.113354; 1.500000; 0.566646
462.837: 0.102948; -0.122788; 1.500000; 0.557212
464.033: 0.098231; -0.122788; 1.500000; 0.557212
466.65: 0.098231; -0.122788; 1.500000; 0.557212
470.539: 0.092162; -0.118120; 1.500000; 0.561880
474.513: 0.094496; -0.118120; 1.500000; 0.561880
479.641: 0.075391; -0.103424; 1.500000; 0.576576
483.088: 0.082739; -0.103424; 1.500000; 0.576576
493.4: 0.082739; -0.103424; 1.500000; 0.576576
493.709: 0.098810; -0.115786; 1.500000; 0.564214
497.124: 0.092629; -0.115786; 1.500000; 0.564214
501.31: 0.081892; -0.107527; 1.500000; 0.572473
502.598: 0.086022; -0.107527; 1.500000; 0.572473
507.168: 0.086022; -0.107527; 1.500000; 0.572473
510.865: 0.062479; -0.089417; 1.500000; 0.590583
515.468: 0.071534; -0.089417; 1.500000; 0.590583
520.418: 0.051124; -0.073718; 1.500000; 0.606282
532.856: 0.058974; -0.073718; 1.500000; 0.606282
533.126: 0.058974; -0.073718; 1.500000; 0.606282
538.537: 0.077264; -0.087787; 1.500000; 0.592213
543.282: 0.074150; -0.090802; 1.500000; 0.589198
548.114: 0.072642; -0.090802; 1.500000; 0.589198
554.183: 0.045746; -0.070113; 1.500000; 0.609887
566.727: 0.056090; -0.070113; 1.500000; 0.609887
567.108: 0.040471; -0.058098; 1.500000; 0.621902
574.195: 0.054223; -0.064056; 1.500000; 0.615944
575.516: 0.051245; -0.064056; 1.500000; 0.615944
581.79: 0.035773; -0.052154; 1.500000; 0.627846
583.823: 0.041723; -0.052154; 1.500000; 0.627846
587.796: 0.041723; -0.052154; 1.500000; 0.627846
597.679: 0.036914; -0.048454; 1.500000; 0.631546
599.388: 0.038764; -0.048454; 1.500000; 0.631546
607.542: 0.016806; -0.031564; 1.500000; 0.648436
615.257: 0.031218; -0.036153; 1.500000; 0.643847
617.735: 0.028923; -0.036153; 1.500000; 0.643847
623.641: 0.030909; -0.037681; 1.500000; 0.642319
638.335: 0.030145; -0.037681; 1.500000; 0.642319
639.175: -0.003665; -0.011674; 1.500000; 0.668326
639.706: 0.009339; -0.011674; 1.500000; 0.668326
642.723: 0.023128; -0.022280; 1.500000; 0.657720
645.383: 0.017824; -0.022280; 1.500000; 0.657720
649.019: 0.017824; -0.022280; 1.500000; 0.657720
654.242: 0.008151; -0.014839; 1.500000; 0.665161
655.424: 0.011871; -0.014839; 1.500000; 0.665161
661.065: 0.000108; -0.005790; 1.500000; 0.674210
663.019: 0.004632; -0.005790; 1.500000; 0.674210
669.251: 0.004632; -0.005790; 1.500000; 0.674210
672.187: -0.001597; -0.000998; 1.500000; 0.679002
674.776: 0.000799; -0.000998; 1.500000; 0.679002
684.758: 0.004846; -0.004112; 1.500000; 0.675888
685.067: 0.003289; -0.004112; 1.500000; 0.675888
688.182: 0.003289; -0.004112; 1.500000; 0.675888
692.881: -0.010520; 0.006511; 1.500000; 0.686511
694.624: -0.005209; 0.006511; 1.500000; 0.686511
